index	playlist_id	videos_total	playlist_name	playlist_url
266	x7h1mx	14	Natsu 2022 - Day 4	https://www.dailymotion.com/playlist/x7h1mx
267	x7h1my	12	Natsu 2022 - Day 5	https://www.dailymotion.com/playlist/x7h1my
268	x7h1mz	11	Natsu 2022 - Day 6	https://www.dailymotion.com/playlist/x7h1mz
269	x7h1n0	10	Natsu 2022 - Day 7	https://www.dailymotion.com/playlist/x7h1n0
270	x7h1n1	11	Natsu 2022 - Day 8	https://www.dailymotion.com/playlist/x7h1n1
271	x7h1n2	10	Natsu 2022 - Day 9	https://www.dailymotion.com/playlist/x7h1n2
272	x7h1n3	10	Natsu 2022 - Day 10	https://www.dailymotion.com/playlist/x7h1n3
273	x7h1n4	10	Natsu 2022 - Day 11	https://www.dailymotion.com/playlist/x7h1n4
274	x7h1n5	12	Natsu 2022 - Day 12	https://www.dailymotion.com/playlist/x7h1n5
275	x7h1n6	6	Natsu 2022 - Day 13	https://www.dailymotion.com/playlist/x7h1n6
276	x7h1n7	9	Natsu 2022 - Day 14	https://www.dailymotion.com/playlist/x7h1n7
277	x7h1n8	13	Natsu 2022 - Day 15	https://www.dailymotion.com/playlist/x7h1n8
278	x7j9p2	14	Nagoya 2022 - Day 1	https://www.dailymotion.com/playlist/x7j9p2
279	x7j9p6	10	Nagoya 2022 - Day 2	https://www.dailymotion.com/playlist/x7j9p6
280	x7j9p7	11	Nagoya 2022 - Day 3	https://www.dailymotion.com/playlist/x7j9p7
281	x7j9p8	10	Nagoya 2022 - Day 4	https://www.dailymotion.com/playlist/x7j9p8
282	x7j9p9	11	Nagoya 2022 - Day 5	https://www.dailymotion.com/playlist/x7j9p9
283	x7jecy	9	Nagoya 2022 - Day 6	https://www.dailymotion.com/playlist/x7jecy
284	x7jecz	10	Nagoya 2022 - Day 7	https://www.dailymotion.com/playlist/x7jecz
285	x7jed0	9	Nagoya 2022 - Day 8	https://www.dailymotion.com/playlist/x7jed0
286	x7jed1	9	Nagoya 2022 - Day 9	https://www.dailymotion.com/playlist/x7jed1
287	x7jed2	10	Nagoya 2022 - Day 10	https://www.dailymotion.com/playlist/x7jed2
288	x7jed3	5	Nagoya 2022 - Day 11	https://www.dailymotion.com/playlist/x7jed3
289	x7jed4	8	Nagoya 2022 - Day 12	https://www.dailymotion.com/playlist/x7jed4
290	x7jed5	7	Nagoya 2022 - Day 13	https://www.dailymotion.com/playlist/x7jed5
291	x7jed6	7	Nagoya 2022 - Day 14	https://www.dailymotion.com/playlist/x7jed6
292	x7jed7	8	Nagoya 2022 - Day 15	https://www.dailymotion.com/playlist/x7jed7
293	x7kzxz	10	Aki 2022 - Day 1	https://www.dailymotion.com/playlist/x7kzxz
294	x7kzy0	10	Aki 2022 - Day 2	https://www.dailymotion.com/playlist/x7kzy0
295	x7kzy1	12	Aki 2022 - Day 3	https://www.dailymotion.com/playlist/x7kzy1
296	x7kzy2	11	Aki 2022 - Day 4	https://www.dailymotion.com/playlist/x7kzy2
297	x7kzy3	10	Aki 2022 - Day 5	https://www.dailymotion.com/playlist/x7kzy3
298	x7kzy4	11	Aki 2022 - Day 6	https://www.dailymotion.com/playlist/x7kzy4
299	x7kzy5	10	Aki 2022 - Day 7	https://www.dailymotion.com/playlist/x7kzy5
300	x7kzy7	11	Aki 2022 - Day 8	https://www.dailymotion.com/playlist/x7kzy7
301	x7kzy9	10	Aki 2022 - Day 9	https://www.dailymotion.com/playlist/x7kzy9
302	x7kzya	10	Aki 2022 - Day 10	https://www.dailymotion.com/playlist/x7kzya
303	x7kzyb	10	Aki 2022 - Day 11	https://www.dailymotion.com/playlist/x7kzyb
304	x7kzyc	9	Aki 2022 - Day 12	https://www.dailymotion.com/playlist/x7kzyc
305	x7kzye	8	Aki 2022 - Day 13	https://www.dailymotion.com/playlist/x7kzye
306	x7kzyf	7	Aki 2022 - Day 14	https://www.dailymotion.com/playlist/x7kzyf
307	x7kzyg	13	Aki 2022 - Day 15	https://www.dailymotion.com/playlist/x7kzyg
308	x7n5n7	11	Kyushu 2022 - Day 1	https://www.dailymotion.com/playlist/x7n5n7
309	x7n5wm	10	Kyushu 2022 - Day 2	https://www.dailymotion.com/playlist/x7n5wm
310	x7n5wn	11	Kyushu 2022 - Day 3	https://www.dailymotion.com/playlist/x7n5wn
311	x7n5wo	12	Kyushu 2022 - Day 4	https://www.dailymotion.com/playlist/x7n5wo
312	x7n5wp	11	Kyushu 2022 - Day 5	https://www.dailymotion.com/playlist/x7n5wp
313	x7nefs	12	Kyushu 2022 - Day 6	https://www.dailymotion.com/playlist/x7nefs
314	x7neft	12	Kyushu 2022 - Day 7	https://www.dailymotion.com/playlist/x7neft
315	x7nefu	14	Kyushu 2022 - Day 8	https://www.dailymotion.com/playlist/x7nefu
316	x7nefv	10	Kyushu 2022 - Day 9	https://www.dailymotion.com/playlist/x7nefv
317	x7nefw	11	Kyushu 2022 - Day 10	https://www.dailymotion.com/playlist/x7nefw
318	x7negk	12	Kyushu 2022 - Day 11	https://www.dailymotion.com/playlist/x7negk
319	x7negl	11	Kyushu 2022 - Day 12	https://www.dailymotion.com/playlist/x7negl
320	x7negm	13	Kyushu 2022 - Day 13	https://www.dailymotion.com/playlist/x7negm
321	x7negn	8	Kyushu 2022 - Day 14	https://www.dailymotion.com/playlist/x7negn
322	x7nego	15	Kyushu 2022 - Day 15	https://www.dailymotion.com/playlist/x7nego
323	x7p7sf	11	Hatsu 2023 - Day 01	https://www.dailymotion.com/playlist/x7p7sf
324	x7p7sg	10	Hatsu 2023 - Day 02	https://www.dailymotion.com/playlist/x7p7sg
325	x7p7sh	11	Hatsu 2023 - Day 03	https://www.dailymotion.com/playlist/x7p7sh
326	x7p7si	11	Hatsu 2023 - Day 04	https://www.dailymotion.com/playlist/x7p7si
327	x7p7sj	11	Hatsu 2023 - Day 05	https://www.dailymotion.com/playlist/x7p7sj
328	x7p7sk	12	Hatsu 2023 - Day 06	https://www.dailymotion.com/playlist/x7p7sk
329	x7p7sl	12	Hatsu 2023 - Day 07	https://www.dailymotion.com/playlist/x7p7sl
330	x7p7sm	12	Hatsu 2023 - Day 08	https://www.dailymotion.com/playlist/x7p7sm
331	x7p7sn	10	Hatsu 2023 - Day 09	https://www.dailymotion.com/playlist/x7p7sn
332	x7p7so	11	Hatsu 2023 - Day 10	https://www.dailymotion.com/playlist/x7p7so
333	x7p7sp	10	Hatsu 2023 - Day 11	https://www.dailymotion.com/playlist/x7p7sp
334	x7p7sr	10	Hatsu 2023 - Day 12	https://www.dailymotion.com/playlist/x7p7sr
335	x7p7ss	10	Hatsu 2023 - Day 13	https://www.dailymotion.com/playlist/x7p7ss
336	x7p7st	8	Hatsu 2023 - Day 14	https://www.dailymotion.com/playlist/x7p7st
337	x7p7su	11	Hatsu 2023 - Day 15	https://www.dailymotion.com/playlist/x7p7su
338	x7rtd9	11	Haru 2023 - Day 01	https://www.dailymotion.com/playlist/x7rtd9
339	x7rtda	11	Haru 2023 - Day 02	https://www.dailymotion.com/playlist/x7rtda
340	x7rtdb	10	Haru 2023 - Day 03	https://www.dailymotion.com/playlist/x7rtdb
341	x7rtdc	10	Haru 2023 - Day 04	https://www.dailymotion.com/playlist/x7rtdc
342	x7rtdd	11	Haru 2023 - Day 05	https://www.dailymotion.com/playlist/x7rtdd
343	x7rtde	11	Haru 2023 - Day 06	https://www.dailymotion.com/playlist/x7rtde
344	x7rtdf	10	Haru 2023 - Day 07	https://www.dailymotion.com/playlist/x7rtdf
345	x7rtdg	11	Haru 2023 - Day 08	https://www.dailymotion.com/playlist/x7rtdg
346	x7rtdh	11	Haru 2023 - Day 09	https://www.dailymotion.com/playlist/x7rtdh
347	x7rtdi	11	Haru 2023 - Day 10	https://www.dailymotion.com/playlist/x7rtdi
348	x7rtdj	11	Haru 2023 - Day 11	https://www.dailymotion.com/playlist/x7rtdj
349	x7rtdk	10	Haru 2023 - Day 12	https://www.dailymotion.com/playlist/x7rtdk
350	x7rtdl	9	Haru 2023 - Day 13	https://www.dailymotion.com/playlist/x7rtdl
351	x7rtdm	10	Haru 2023 - Day 14	https://www.dailymotion.com/playlist/x7rtdm
352	x7rtdn	14	Haru 2023 - Day 15	https://www.dailymotion.com/playlist/x7rtdn
353	x7v7ar	12	Natsu 2023 - Day 01	https://www.dailymotion.com/playlist/x7v7ar
354	x7v7as	10	Natsu 2023 - Day 02	https://www.dailymotion.com/playlist/x7v7as
355	x7v7at	11	Natsu 2023 - Day 03	https://www.dailymotion.com/playlist/x7v7at
356	x7v7av	11	Natsu 2023 - Day 04	https://www.dailymotion.com/playlist/x7v7av
357	x7v7ay	8	Natsu 2023 - Day 05	https://www.dailymotion.com/playlist/x7v7ay
358	x7v7b0	7	Natsu 2023 - Day 06	https://www.dailymotion.com/playlist/x7v7b0
359	x7v7b1	6	Natsu 2023 - Day 07	https://www.dailymotion.com/playlist/x7v7b1
360	x7v7b3	7	Natsu 2023 - Day 08	https://www.dailymotion.com/playlist/x7v7b3
361	x7v7b4	6	Natsu 2023 - Day 09	https://www.dailymotion.com/playlist/x7v7b4
362	x7v7b6	6	Natsu 2023 - Day 10	https://www.dailymotion.com/playlist/x7v7b6
363	x7v7b7	6	Natsu 2023 - Day 11	https://www.dailymotion.com/playlist/x7v7b7
364	x7v7b9	6	Natsu 2023 - Day 12	https://www.dailymotion.com/playlist/x7v7b9
365	x7v7bb	6	Natsu 2023 - Day 13	https://www.dailymotion.com/playlist/x7v7bb
366	x7v7bd	6	Natsu 2023 - Day 14	https://www.dailymotion.com/playlist/x7v7bd
367	x7v7bf	12	Natsu 2023 - Day 15	https://www.dailymotion.com/playlist/x7v7bf
368	x7xh7p	6	Nagoya 2023 - Day 1	https://www.dailymotion.com/playlist/x7xh7p
369	x7xh7q	6	Nagoya 2023 - Day 2	https://www.dailymotion.com/playlist/x7xh7q
370	x7xh7s	7	Nagoya 2023 - Day 3	https://www.dailymotion.com/playlist/x7xh7s
371	x7xh7t	6	Nagoya 2023 - Day 4	https://www.dailymotion.com/playlist/x7xh7t
372	x7xh7u	6	Nagoya 2023 - Day 5	https://www.dailymotion.com/playlist/x7xh7u
373	x7xh7v	6	Nagoya 2023 - Day 6	https://www.dailymotion.com/playlist/x7xh7v
374	x7xh7w	6	Nagoya 2023 - Day 7	https://www.dailymotion.com/playlist/x7xh7w
375	x7xh7x	6	Nagoya 2023 - Day 8	https://www.dailymotion.com/playlist/x7xh7x
376	x7xh7z	6	Nagoya 2023 - Day 9	https://www.dailymotion.com/playlist/x7xh7z
377	x7xh80	6	Nagoya 2023 - Day 10	https://www.dailymotion.com/playlist/x7xh80
378	x7xh81	6	Nagoya 2023 - Day 11	https://www.dailymotion.com/playlist/x7xh81
379	x7xh82	6	Nagoya 2023 - Day 12	https://www.dailymotion.com/playlist/x7xh82
380	x7xh83	6	Nagoya 2023 - Day 13	https://www.dailymotion.com/playlist/x7xh83
381	x7xh84	6	Nagoya 2023 - Day 14	https://www.dailymotion.com/playlist/x7xh84
382	x7xh85	13	Nagoya 2023 - Day 15	https://www.dailymotion.com/playlist/x7xh85
383	x7z8bl	6	Aki 2023 - Day 1	https://www.dailymotion.com/playlist/x7z8bl
384	x7z8bm	6	Aki 2023 - Day 2	https://www.dailymotion.com/playlist/x7z8bm
385	x7z8bn	7	Aki 2023 - Day 3	https://www.dailymotion.com/playlist/x7z8bn
386	x7z8bo	7	Aki 2023 - Day 4	https://www.dailymotion.com/playlist/x7z8bo
387	x7z8bp	7	Aki 2023 - Day 5	https://www.dailymotion.com/playlist/x7z8bp
388	x7z8bq	6	Aki 2023 - Day 6	https://www.dailymotion.com/playlist/x7z8bq
389	x7z8br	6	Aki 2023 - Day 7	https://www.dailymotion.com/playlist/x7z8br
390	x7z8bs	7	Aki 2023 - Day 8	https://www.dailymotion.com/playlist/x7z8bs
391	x7z8bt	6	Aki 2023 - Day 9	https://www.dailymotion.com/playlist/x7z8bt
392	x7z8bu	6	Aki 2023 - Day 10	https://www.dailymotion.com/playlist/x7z8bu
393	x7z8bv	6	Aki 2023 - Day 11	https://www.dailymotion.com/playlist/x7z8bv
394	x7z8bw	6	Aki 2023 - Day 12	https://www.dailymotion.com/playlist/x7z8bw
395	x7z8bx	6	Aki 2023 - Day 13	https://www.dailymotion.com/playlist/x7z8bx
396	x7z8by	6	Aki 2023 - Day 14	https://www.dailymotion.com/playlist/x7z8by
397	x7z8bz	11	Aki 2023 - Day 15	https://www.dailymotion.com/playlist/x7z8bz
398	x80ywf	6	Kyushu 2023 - Day 01	https://www.dailymotion.com/playlist/x80ywf
399	x80ywg	6	Kyushu 2023 - Day 02	https://www.dailymotion.com/playlist/x80ywg
400	x80ywh	7	Kyushu 2023 - Day 03	https://www.dailymotion.com/playlist/x80ywh
401	x80ywi	7	Kyushu 2023 - Day 04	https://www.dailymotion.com/playlist/x80ywi
402	x80ywj	6	Kyushu 2023 - Day 05	https://www.dailymotion.com/playlist/x80ywj
403	x80ywk	6	Kyushu 2023 - Day 06	https://www.dailymotion.com/playlist/x80ywk
404	x80ywl	6	Kyushu 2023 - Day 07	https://www.dailymotion.com/playlist/x80ywl
405	x80ywn	7	Kyushu 2023 - Day 08	https://www.dailymotion.com/playlist/x80ywn
406	x80ywo	6	Kyushu 2023 - Day 09	https://www.dailymotion.com/playlist/x80ywo
407	x80ywp	6	Kyushu 2023 - Day 10	https://www.dailymotion.com/playlist/x80ywp
408	x80ywr	6	Kyushu 2023 - Day 11	https://www.dailymotion.com/playlist/x80ywr
409	x80ywu	6	Kyushu 2023 - Day 12	https://www.dailymotion.com/playlist/x80ywu
410	x80yww	6	Kyushu 2023 - Day 13	https://www.dailymotion.com/playlist/x80yww
411	x80ywx	5	Kyushu 2023 - Day 14	https://www.dailymotion.com/playlist/x80ywx
412	x80ywy	10	Kyushu 2023 - Day 15	https://www.dailymotion.com/playlist/x80ywy
413	x83g1v	6	Hatsu 2024 - Day 1	https://www.dailymotion.com/playlist/x83g1v
414	x83g1w	6	Hatsu 2024 - Day 2	https://www.dailymotion.com/playlist/x83g1w
415	x83g1x	7	Hatsu 2024 - Day 3	https://www.dailymotion.com/playlist/x83g1x
416	x83g1y	7	Hatsu 2024 - Day 4	https://www.dailymotion.com/playlist/x83g1y
417	x83g20	7	Hatsu 2024 - Day 5	https://www.dailymotion.com/playlist/x83g20
418	x83g23	7	Hatsu 2024 - Day 6	https://www.dailymotion.com/playlist/x83g23
419	x83g24	7	Hatsu 2024 - Day 7	https://www.dailymotion.com/playlist/x83g24
420	x83g26	7	Hatsu 2024 - Day 8	https://www.dailymotion.com/playlist/x83g26
421	x83g27	6	Hatsu 2024 - Day 9	https://www.dailymotion.com/playlist/x83g27
422	x83g28	6	Hatsu 2024 - Day 10	https://www.dailymotion.com/playlist/x83g28
423	x83g29	6	Hatsu 2024 - Day 11	https://www.dailymotion.com/playlist/x83g29
424	x83g2a	6	Hatsu 2024 - Day 12	https://www.dailymotion.com/playlist/x83g2a
425	x83g2b	5	Hatsu 2024 - Day 13	https://www.dailymotion.com/playlist/x83g2b
426	x83g2c	6	Hatsu 2024 - Day 14	https://www.dailymotion.com/playlist/x83g2c
427	x83g2d	10	Hatsu 2024 - Day 15	https://www.dailymotion.com/playlist/x83g2d
428	x87c5w	6	Haru 2024 - Day 1	https://www.dailymotion.com/playlist/x87c5w
429	x87c5y	7	Haru 2024 - Day 2	https://www.dailymotion.com/playlist/x87c5y
430	x87c60	7	Haru 2024 - Day 3	https://www.dailymotion.com/playlist/x87c60
431	x87c64	7	Haru 2024 - Day 4	https://www.dailymotion.com/playlist/x87c64
432	x87c66	8	Haru 2024 - Day 5	https://www.dailymotion.com/playlist/x87c66
433	x87c68	7	Haru 2024 - Day 6	https://www.dailymotion.com/playlist/x87c68
434	x87c6a	7	Haru 2024 - Day 7	https://www.dailymotion.com/playlist/x87c6a
435	x87c6c	7	Haru 2024 - Day 8	https://www.dailymotion.com/playlist/x87c6c
436	x87c6e	6	Haru 2024 - Day 9	https://www.dailymotion.com/playlist/x87c6e
437	x87c6g	6	Haru 2024 - Day 10	https://www.dailymotion.com/playlist/x87c6g
438	x87c6i	6	Haru 2024 - Day 11	https://www.dailymotion.com/playlist/x87c6i
439	x87c6m	6	Haru 2024 - Day 12	https://www.dailymotion.com/playlist/x87c6m
440	x87c6o	6	Haru 2024 - Day 13	https://www.dailymotion.com/playlist/x87c6o
441	x87c6q	6	Haru 2024 - Day 14	https://www.dailymotion.com/playlist/x87c6q
442	x87c6s	9	Haru 2024 - Day 15	https://www.dailymotion.com/playlist/x87c6s
443	x8cbj8	6	Natsu 2024 - Day 1	https://www.dailymotion.com/playlist/x8cbj8
444	x8cbjc	5	Natsu 2024 - Day 2	https://www.dailymotion.com/playlist/x8cbjc
445	x8cbjg	8	Natsu 2024 - Day 3	https://www.dailymotion.com/playlist/x8cbjg
446	x8cibi	7	Natsu 2024 - Day 4	https://www.dailymotion.com/playlist/x8cibi
447	x8cibk	7	Natsu 2024 - Day 5	https://www.dailymotion.com/playlist/x8cibk
448	x8cibm	7	Natsu 2024 - Day 6	https://www.dailymotion.com/playlist/x8cibm
449	x8cibo	6	Natsu 2024 - Day 7	https://www.dailymotion.com/playlist/x8cibo
450	x8cibq	7	Natsu 2024 - Day 8	https://www.dailymotion.com/playlist/x8cibq
451	x8cibu	7	Natsu 2024 - Day 9	https://www.dailymotion.com/playlist/x8cibu
452	x8ciby	6	Natsu 2024 - Day 10	https://www.dailymotion.com/playlist/x8ciby
453	x8cic0	6	Natsu 2024 - Day 11	https://www.dailymotion.com/playlist/x8cic0
454	x8cic2	7	Natsu 2024 - Day 12	https://www.dailymotion.com/playlist/x8cic2
455	x8cic8	6	Natsu 2024 - Day 13	https://www.dailymotion.com/playlist/x8cic8
456	x8cica	6	Natsu 2024 - Day 14	https://www.dailymotion.com/playlist/x8cica
457	x8cicc	9	Natsu 2024 - Day 15	https://www.dailymotion.com/playlist/x8cicc
458	x8j2gq	6	Nagoya 2024 - Day 1	https://www.dailymotion.com/playlist/x8j2gq
459	x8j2gu	6	Nagoya 2024 - Day 2	https://www.dailymotion.com/playlist/x8j2gu
460	x8j2gy	7	Nagoya 2024 - Day 3	https://www.dailymotion.com/playlist/x8j2gy
461	x8j2h4	7	Nagoya 2024 - Day 4	https://www.dailymotion.com/playlist/x8j2h4
462	x8j2h6	7	Nagoya 2024 - Day 5	https://www.dailymotion.com/playlist/x8j2h6
463	x8j2h8	7	Nagoya 2024 - Day 6	https://www.dailymotion.com/playlist/x8j2h8
464	x8j2ha	6	Nagoya 2024 - Day 7	https://www.dailymotion.com/playlist/x8j2ha
465	x8j2he	7	Nagoya 2024 - Day 8	https://www.dailymotion.com/playlist/x8j2he
466	x8j2hi	6	Nagoya 2024 - Day 9	https://www.dailymotion.com/playlist/x8j2hi
467	x8j2hk	6	Nagoya 2024 - Day 10	https://www.dailymotion.com/playlist/x8j2hk
468	x8j2hq	6	Nagoya 2024 - Day 11	https://www.dailymotion.com/playlist/x8j2hq
469	x8j2hu	6	Nagoya 2024 - Day 12	https://www.dailymotion.com/playlist/x8j2hu
470	x8j2hw	6	Nagoya 2024 - Day 13	https://www.dailymotion.com/playlist/x8j2hw
471	x8j2hy	6	Nagoya 2024 - Day 14	https://www.dailymotion.com/playlist/x8j2hy
472	x8j2i0	9	Nagoya 2024 - Day 15	https://www.dailymotion.com/playlist/x8j2i0
473	x8ovf4	6	Aki 2024 - Day 1	https://www.dailymotion.com/playlist/x8ovf4
474	x8ovf8	6	Aki 2024 - Day 2	https://www.dailymotion.com/playlist/x8ovf8
475	x8ovfa	6	Aki 2024 - Day 3	https://www.dailymotion.com/playlist/x8ovfa
476	x8ovfc	6	Aki 2024 - Day 4	https://www.dailymotion.com/playlist/x8ovfc
477	x8ovfe	6	Aki 2024 - Day 5	https://www.dailymotion.com/playlist/x8ovfe
478	x8ovfi	6	Aki 2024 - Day 6	https://www.dailymotion.com/playlist/x8ovfi
479	x8ovfk	6	Aki 2024 - Day 7	https://www.dailymotion.com/playlist/x8ovfk
480	x8ovfo	6	Aki 2024 - Day 8	https://www.dailymotion.com/playlist/x8ovfo
481	x8ovfs	6	Aki 2024 - Day 9	https://www.dailymotion.com/playlist/x8ovfs
482	x8ovfu	6	Aki 2024 - Day 10	https://www.dailymotion.com/playlist/x8ovfu
483	x8ovg2	6	Aki 2024 - Day 11	https://www.dailymotion.com/playlist/x8ovg2
484	x8ovg4	6	Aki 2024 - Day 12	https://www.dailymotion.com/playlist/x8ovg4
485	x8ovg8	6	Aki 2024 - Day 13	https://www.dailymotion.com/playlist/x8ovg8
486	x8ovgc	6	Aki 2024 - Day 14	https://www.dailymotion.com/playlist/x8ovgc
487	x8ovgg	10	Aki 2024 - Day 15	https://www.dailymotion.com/playlist/x8ovgg
488	x9069a	6	Kyushu 2024 - Day 1	https://www.dailymotion.com/playlist/x9069a
489	x9069k	6	Kyushu 2024 - Day 2	https://www.dailymotion.com/playlist/x9069k
490	x9069q	7	Kyushu 2024 - Day 3	https://www.dailymotion.com/playlist/x9069q
491	x9069s	6	Kyushu 2024 - Day 4	https://www.dailymotion.com/playlist/x9069s
492	x9069u	7	Kyushu 2024 - Day 5	https://www.dailymotion.com/playlist/x9069u
493	x9069w	7	Kyushu 2024 - Day 6	https://www.dailymotion.com/playlist/x9069w
494	x9069y	6	Kyushu 2024 - Day 7	https://www.dailymotion.com/playlist/x9069y
495	x906a2	6	Kyushu 2024 - Day 8	https://www.dailymotion.com/playlist/x906a2
496	x906a4	6	Kyushu 2024 - Day 9	https://www.dailymotion.com/playlist/x906a4
497	x906a6	6	Kyushu 2024 - Day 10	https://www.dailymotion.com/playlist/x906a6
498	x906aa	6	Kyushu 2024 - Day 11	https://www.dailymotion.com/playlist/x906aa
499	x906ae	6	Kyushu 2024 - Day 12	https://www.dailymotion.com/playlist/x906ae
500	x906ai	6	Kyushu 2024 - Day 13	https://www.dailymotion.com/playlist/x906ai
501	x906aq	6	Kyushu 2024 - Day 14	https://www.dailymotion.com/playlist/x906aq
502	x906aw	8	Kyushu 2024 - Day 15	https://www.dailymotion.com/playlist/x906aw
503	x98rjk	6	Hatsu 2025 - Day 1	https://www.dailymotion.com/playlist/x98rjk
504	x98rjs	6	Hatsu 2025 - Day 2	https://www.dailymotion.com/playlist/x98rjs
505	x98rju	7	Hatsu 2025 - Day 3	https://www.dailymotion.com/playlist/x98rju
506	x98rk0	7	Hatsu 2025 - Day 4	https://www.dailymotion.com/playlist/x98rk0
507	x99fx4	7	Hatsu 2025 - Day 5	https://www.dailymotion.com/playlist/x99fx4
508	x99fx8	7	Hatsu 2025 - Day 6	https://www.dailymotion.com/playlist/x99fx8
509	x99ow4	7	Hatsu 2025 - Day 7	https://www.dailymotion.com/playlist/x99ow4
510	x99ow8	7	Hatsu 2025 - Day 8	https://www.dailymotion.com/playlist/x99ow8
511	x99owa	7	Hatsu 2025 - Day 9	https://www.dailymotion.com/playlist/x99owa
512	x99owe	6	Hatsu 2025 - Day 10	https://www.dailymotion.com/playlist/x99owe
513	x99owg	6	Hatsu 2025 - Day 11	https://www.dailymotion.com/playlist/x99owg
514	x99owk	6	Hatsu 2025 - Day 12	https://www.dailymotion.com/playlist/x99owk
515	x99owm	6	Hatsu 2025 - Day 13	https://www.dailymotion.com/playlist/x99owm
516	x99owo	7	Hatsu 2025 - Day 14	https://www.dailymotion.com/playlist/x99owo
517	x99owq	9	Hatsu 2025 - Day 15	https://www.dailymotion.com/playlist/x99owq
518	x9g39u	6	Haru 2025 - Day 1	https://www.dailymotion.com/playlist/x9g39u
519	x9g39y	7	Haru 2025 - Day 2	https://www.dailymotion.com/playlist/x9g39y
520	x9g3a0	7	Haru 2025 - Day 3	https://www.dailymotion.com/playlist/x9g3a0
521	x9g3a2	7	Haru 2025 - Day 4	https://www.dailymotion.com/playlist/x9g3a2
522	x9g3a4	8	Haru 2025 - Day 5	https://www.dailymotion.com/playlist/x9g3a4
523	x9g3aa	8	Haru 2025 - Day 6	https://www.dailymotion.com/playlist/x9g3aa
524	x9g3ag	7	Haru 2025 - Day 7	https://www.dailymotion.com/playlist/x9g3ag
525	x9g3ai	7	Haru 2025 - Day 8	https://www.dailymotion.com/playlist/x9g3ai
526	x9g3ak	8	Haru 2025 - Day 9	https://www.dailymotion.com/playlist/x9g3ak
527	x9g3aq	7	Haru 2025 - Day 10	https://www.dailymotion.com/playlist/x9g3aq
528	x9g3au	6	Haru 2025 - Day 11	https://www.dailymotion.com/playlist/x9g3au
529	x9g3ay	6	Haru 2025 - Day 12	https://www.dailymotion.com/playlist/x9g3ay
530	x9g3b2	6	Haru 2025 - Day 13	https://www.dailymotion.com/playlist/x9g3b2
531	x9g3b4	6	Haru 2025 - Day 14	https://www.dailymotion.com/playlist/x9g3b4
532	x9g3b6	9	Haru 2025 - Day 15	https://www.dailymotion.com/playlist/x9g3b6
